,name,state,latitude,longitude,review_rating,difficulty_rank
767,"University　of　Occupational　and　Environmental　Health,　Japan",Fukuoka,33.876781,130.709549,3.76,C
768,Chikushi　Jogakuen　University,Fukuoka,33.512836,130.537613,3.97,F
769,Fukuoka　Jo　Gakuin　University,Fukuoka,33.53281,130.441666,3.92,F
770,Seinan　Jo　Gakuin　University,Fukuoka,33.88451,130.849899,3.78,F
771,Kyushu　Institute　of　Information　Sciences　University,Fukuoka,33.525135,130.53717,3.71,F
772,Kyushu　Nutrition　Welfare　University,Fukuoka,33.877014,130.858078,3.9,F
773,Japanese　Red　Cross　Kyushu　International　College　of　Nursing,Fukuoka,33.796188,130.609161,3.88,F
774,St.Mary’s　College,Fukuoka,33.304573,130.509384,3.74,E
775,Cyber University,Fukuoka,33.662762,130.423126,3.83,
776,Fukuoka　Jo　Gakuin　Nursing　University,Fukuoka,33.740604,130.473541,4.52,E
777,College　of　Healthcare　Management,Fukuoka,33.146324,130.459808,3.24,
778,Junshin　Gakuen　University,Fukuoka,33.558674,130.420029,3.45,E
779,Fukuoka　Nursing　College,Fukuoka,33.546623,130.331177,3.0,F
780,Fukuoka International University of Health and Welfare,Fukuoka,33.591415,130.349396,3.74,E
781,Nishikyushu　University,Saga,33.331242,130.344986,3.83,F
782,Nagasaki　Institute　of　Applied　Science,Nagasaki,32.750111,129.942505,3.65,F
783,Kwassui　Women’s　University,Nagasaki,32.738106,129.873413,3.76,F
784,Nagasaki　Junshin　Catholic　University,Nagasaki,32.802841,129.907333,3.92,F
785,Nagasaki　International　University,Nagasaki,33.101685,129.789978,3.95,F
786,Nagasaki　University　of　Foreign　Studies,Nagasaki,32.814011,129.841446,3.76,F
787,Nagasaki Wesleyan University,Nagasaki,32.858086,130.030273,3.71,F
788,Sojo　University,Kumamoto,32.831253,130.695465,3.85,E
789,Kumamoto　Gakuen　University,Kumamoto,32.804508,130.728745,3.8,E
790,Shokei　University,Kumamoto,32.797447,130.716278,3.51,F
791,Kyushu　Lutheran　College,Kumamoto,32.820332,130.722031,4.28,E
792,Kyushu　University　of　Nursing　And　Social　Welfare,Kumamoto,32.946815,130.553604,3.72,F
793,Heisei　College　of　Music,Kumamoto,32.712303,130.791824,3.72,
794,Kumamoto　Health　Science　University,Kumamoto,32.852104,130.68782,4.11,E
795,Nippon　Bunri　University,Oita,33.231152,131.725113,3.63,F
796,Beppu　University,Oita,33.312283,131.490509,3.87,F
797,Ritsumeikan　Asia　Pacific　University,Oita,33.284721,131.491104,3.94,C
798,Minami　Kyushu　University,Miyazaki,31.93807,131.414932,4.11,
799,Miyazaki　Sangyo-Keiei　University,Miyazaki,31.882841,131.404449,3.78,F
800,Miyazaki　International　College,Miyazaki,31.87104,131.387329,3.68,F
801,Kyushu　University　of　Health　And　Welfare,Miyazaki,32.56876,131.613464,3.64,
802,The　International　University　of　Kagoshima,Kagoshima,31.493916,130.496445,3.89,F
803,Daiichi　Institute　of　Technology,Kagoshima,31.745907,130.768463,4.02,F
804,Shigakukan　University,Kagoshima,31.559242,130.542252,3.84,F
805,Kagoshima　Immaculate　Heart　University,Kagoshima,31.826616,130.327606,4.04,F
806,Okinawa　Institute　of　Science　and　Technology　Graduate　University,Okinawa,26.464243,127.830719,3.64,
807,Okinawa　International　University,Okinawa,26.263245,127.755028,3.95,E
808,Okinawa　University,Okinawa,26.200539,127.699211,3.88,F
809,Okinawa　Christian　University,Okinawa,26.23896,127.754646,4.23,F
810,R Professional University of Rehabilitation,Ibaraki,36.084904,140.212311,2.0,F
811,Osaka Shin-Ai  Gakuin University,Osaka,34.711761,135.559464,,F
812,Reiwa Health Sciences University,Fukuoka,33.690834,130.432571,3.5,F
